item_id,name,price,category,description,merchant_id,date_listed
JJMRD,Transportation 569149386,747.74,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",7E9AJ,9/28/2022
FM2Q6,Transportation 58591539,1807.45,Transportation,,549RZ,9/1/2022
YZZDL,Transportation 73032041,1701.49,Transportation,,BL4U8,7/26/2022
2MZKM,Transportation 569133733,715.31,Transportation,,K3MXR,3/31/2022
050LI,Transportation 84177672,1419.38,Transportation,Set of 12,7W8YE,10/6/2022
PVGX4,Transportation 597128256,1113.21,Transportation,One of a kind stainless steel,J5PAC,1/1/2022
VNVCW,Transportation 91250651,1775.12,Transportation,,TH5WQ,10/20/2022
NSGZR,Transportation 854109651,1270.47,Transportation,One of a kind stainless steel,V20LN,2/1/2022
YX8X8,Transportation 683158873,1258.91,Transportation,,5XI94,4/25/2022
O13A9,Transportation 997174564,1278.8,Transportation,For your lovely pet,6PA04,5/25/2022
5D3RE,Transportation 801159936,1033.76,Transportation,Set of 10,1WI5Q,4/2/2022
AUCRX,Transportation 637120406,1216.93,Transportation,Machine Wash,P0JA5,5/5/2022
AKM2L,Transportation 64997139,679.9,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",231ZN,6/1/2022
IO7DH,Transportation 76064911,969.41,Transportation,,CUVCD,5/13/2022
96INL,Transportation 66340190,552.59,Transportation,for everyday use,Z6UIX,8/26/2022
OXR5L,Transportation 71286605,328.8,Transportation,,AU687,6/30/2022
D6NS6,Transportation 98923077,794.84,Transportation,,QQB6Q,8/13/2022
RSSVW,Transportation 90577714,275.7,Transportation,,NKKLD,1/30/2022
228GD,Transportation 658113760,723.8,Transportation,,JI8HS,10/3/2022
CXUI4,Transportation 973133756,1177.18,Transportation,,51WHM,2/22/2022
D26MW,Transportation 555107970,1634.68,Transportation,,231ZN,1/27/2022
6Y6VS,Transportation 78279902,227.65,Transportation,Cushioning provides excellent shock absorption,WHC3M,6/5/2022
2B78X,Transportation 72432771,1936.2,Transportation,,9FJ8S,10/10/2022
507OD,Transportation 956179146,317.88,Transportation,Reams of high-bandwidth DDR4 RAM,R2YNB,6/11/2022
G2VQD,Transportation 57841843,409.14,Transportation,,51WHM,9/5/2022
9S2VO,Transportation 956152709,894.11,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",U98HN,4/9/2022
08LIQ,Transportation 680101959,1188.79,Transportation,For everyday office use,G9Q2G,9/15/2022
IQ14J,Transportation 69819478,886.5,Transportation,,CCMQG,10/9/2022
DZ4LF,Transportation 851113267,1931.63,Transportation,for everyday use,YFIBA,4/29/2022
EFK7I,Transportation 516135975,776.3,Transportation,,KR138,8/27/2022
W9K96,Transportation 87656324,1439.93,Transportation,,V2EVU,4/19/2022
79160,Transportation 74578714,223.49,Transportation,,Q6RDS,9/21/2022
EY500,Transportation 605119932,676.92,Transportation,100% Cotton,0V5C9,4/17/2022
B8RUR,Transportation 59928175,1725.97,Transportation,Suitable for all skin types,N5X40,6/13/2022
DWLKH,Transportation 817109752,1962.38,Transportation,,M63IT,4/12/2022
KDEGL,Transportation 9089818,1726.84,Transportation,Suitable for all skin types,DRNO4,9/19/2022
K0XRH,Transportation 9887709,1968.24,Transportation,For everyday office use,J83G9,1/2/2022
EFFYE,Transportation 782116898,1705.27,Transportation,Suitable for all skin types,V5MBV,5/26/2022
40VSA,Transportation 672190996,797.85,Transportation,,C9XKL,3/2/2022
17PIH,Transportation 941139004,625.86,Transportation,,VX9SU,8/18/2022
3NXPF,Transportation 61334276,1641.43,Transportation,For everyday office use,4CXZQ,2/11/2022
LYA5C,Transportation 999151085,1080.7,Transportation,"【Display and Graphics】17.3 diagonal, FHD ",QMHWG,9/14/2022
UWS2Y,Transportation 579193548,338.64,Transportation,【11th Gen Intel Core i5-1135G7】,3DEPB,3/19/2022
2A738,Transportation 579139034,1066.49,Transportation,One of a kind stainless steel,QQB6Q,7/13/2022
DI1HA,Transportation 774145153,1654.53,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",3XOCG,6/30/2022
H7MWL,Transportation 67147319,727.56,Transportation,,W3UYZ,5/7/2022
0YXN8,Transportation 67115873,1181.77,Transportation,Imported,12TJH,1/26/2022
460DP,Transportation 62923556,858.4,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",BV5DO,4/30/2022
0G2LN,Transportation 52520697,1549.79,Transportation,,NQP88,3/28/2022
CSFAZ,Transportation 692108189,1968.37,Transportation,,KVQRA,1/21/2022
8PGUL,Transportation 637152395,555.96,Transportation,,WHC3M,1/7/2022
2PIYK,Transportation 551193157,972.85,Transportation,,3M1YI,8/2/2022
OKSCF,Transportation 8547007,1932.7,Transportation,Suitable for all skin types,61A69,4/3/2022
MCCAP,Transportation 847100455,1370.4,Transportation,,3FLK5,3/7/2022
0AO7Z,Transportation 92987783,694.24,Transportation,Machine Wash,GJK7R,7/26/2022
DHVEH,Transportation 898158443,1977.36,Transportation,,UBB1Y,4/7/2022
GMNF8,Transportation 926172385,1369.7,Transportation,for everyday use,TYD9O,5/26/2022
SBHFN,Transportation 89266035,1359.55,Transportation,,6KVU0,2/4/2022
ZBYYU,Transportation 89476281,113.23,Transportation,Set of 12,4PJSD,9/20/2022
OW0VF,Transportation 969192727,717.28,Transportation,for everyday use,S3AB0,1/25/2022
FUFUY,Transportation 81324748,377.27,Transportation,,QMHWG,5/16/2022
DKDFO,Transportation 981160485,1300.6,Transportation,,7ERSM,8/29/2022
GCYXM,Transportation 778178261,368.7,Transportation,,4DGUK,6/23/2022
RWEGC,Transportation 75850650,1430.59,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",7T5MJ,6/8/2022
27G0S,Transportation 511119368,768.49,Transportation,,GQIZU,6/12/2022
E3ZAU,Transportation 631180593,426.4,Transportation,One of a kind stainless steel,AZB2M,10/1/2022
YATQC,Transportation 60412494,22.36,Transportation,Set of 12,Q24R1,1/5/2022
4RTIO,Transportation 81897044,461.37,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",7B5PR,3/22/2022
HY8GL,Transportation 665174611,1887.5,Transportation,,Y1GW1,3/14/2022
QEKVT,Transportation 72015029,302.5,Transportation,Reams of high-bandwidth DDR4 RAM,7W8YE,5/10/2022
Y26VK,Transportation 55782855,128.48,Transportation,make a great gift for kids 3 to 7 years olds,PZXJ8,3/10/2022
32D1H,Transportation 894155412,230.81,Transportation,,UFNUW,7/7/2022
JNUJD,Transportation 65838054,19.77,Transportation,,R5OOD,4/8/2022
UGITQ,Transportation 66352141,1122.4,Transportation,,FWB4W,7/10/2022
76LAT,Transportation 56179977,701.18,Transportation,,1HBQW,9/29/2022
T8ZBI,Transportation 762151363,1056,Transportation,For your lovely pet,PV7VX,7/24/2022
IFXVJ,Transportation 687181154,994.68,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",JUDOH,9/19/2022
6C0YP,Transportation 78790963,1493.81,Transportation,,UEVYS,7/12/2022
4AMGM,Transportation 675105829,1690.2,Transportation,,6KVU0,10/3/2022
MJJGA,Transportation 669153026,1149.79,Transportation,Set of 10,QMHWG,10/10/2022
S098U,Transportation 909138851,1650.1,Transportation,For your lovely pet,0BMS5,4/3/2022
GZR4P,Transportation 678199902,573.32,Transportation,Professional quality at its best – the best materials to update your cooking!,3KCY4,5/29/2022
YO4CD,Transportation 51860989,1813.73,Transportation,,0BMS5,5/30/2022
YNWBZ,Transportation 58992533,1812.95,Transportation,,XV9E8,5/9/2022
VFW82,Transportation 829148023,291.34,Transportation,,3M1YI,3/22/2022
BVSYX,Transportation 654102629,809.82,Transportation,,EXO6D,4/5/2022
ZQUM2,Transportation 982196636,279.6,Transportation,,AZB2M,4/9/2022
Q43PY,Transportation 657130344,1212.15,Transportation,,PQEAZ,5/27/2022
6GAQ5,Transportation 70828514,1004.39,Transportation,,PCL39,2/13/2022
5HG8G,Transportation 78812958,29.67,Transportation,One of a kind stainless steel,5MYGN,10/5/2022
9E0GT,Transportation 87868188,164.24,Transportation,,Z49UX,6/19/2022
J101F,Transportation 505160242,118.84,Transportation,Reams of high-bandwidth DDR4 RAM,8K3RE,8/7/2022
438I2,Transportation 6523238,717.75,Transportation,Set of 12,BV5DO,10/14/2022
P5KSZ,Transportation 95789479,987.65,Transportation,For your lovely pet,5PQAC,2/15/2022
QAWZR,Transportation 88271457,1194.25,Transportation,,FXVJ8,7/25/2022
26ZCN,Transportation 857157715,1939.77,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",G9Q2G,2/23/2022
WPS57,Transportation 89536952,606.17,Transportation,,TH583,9/27/2022
WOZJ0,Transportation 66471436,1945.3,Transportation,,NKKLD,2/24/2022
2YNBM,Transportation 651156724,1218.73,Transportation,,8HSSP,1/30/2022
YWRYO,Transportation 73454914,722.92,Transportation,,VJV2D,5/29/2022
XGG4L,Transportation 90142918,222.12,Transportation,,TIQ1A,2/5/2022
4CO5C,Transportation 66557592,1596.82,Transportation,,PZXJ8,1/29/2022
6N0EN,Transportation 94880860,1669.16,Transportation,,67EYU,9/13/2022
0CZ4Q,Transportation 573102006,1703.3,Transportation,For everyday office use,FYQCT,3/26/2022
0WRP0,Transportation 518162261,1209.58,Transportation,,Y10ZO,7/29/2022
EO20S,Transportation 81525530,439.32,Transportation,,46YCO,6/11/2022
4KU03,Transportation 950170441,1559.12,Transportation,One of a kind stainless steel,7B5PR,1/18/2022
OK94G,Transportation 650113165,697.49,Transportation,,7TOUB,5/7/2022
5BIP5,Transportation 512112366,610.19,Transportation,,1VT3O,2/15/2022
KFWGM,Transportation 84556058,47.3,Transportation,Suitable for all skin types,3QPJE,9/20/2022
ASJPL,Transportation 89775581,1613.95,Transportation,,O9NN6,5/3/2022
SMCZ1,Transportation 680128916,1241.32,Transportation,,Q17SE,3/17/2022
OVG61,Transportation 8645990,1331.94,Transportation,For your lovely pet,F1G3J,8/7/2022
C96NR,Transportation 6582975,816.73,Transportation,,GQIZU,4/7/2022
UPY2H,Transportation 57343820,1552.18,Transportation,100% Synthetic,K3UHS,4/18/2022
R46N1,Transportation 867137312,103.48,Transportation,Professional quality at its best – the best materials to update your cooking!,RVZRR,1/29/2022
P4YRD,Transportation 91017222,488.3,Transportation,,ZVZGY,5/7/2022
L30RH,Transportation 728106244,504.86,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",VX9SU,5/8/2022
Z2V8C,Transportation 89947993,1855.25,Transportation,Reams of high-bandwidth DDR4 RAM,W3UYZ,1/5/2022
ZVDC2,Transportation 97175510,605.72,Transportation,Cushioning provides excellent shock absorption,4DGUK,3/31/2022
LZZU6,Transportation 70536532,40.93,Transportation,100% Synthetic,A0B31,4/7/2022
NG13U,Transportation 92877928,602.85,Transportation,Professional quality at its best – the best materials to update your cooking!,JWXSS,2/28/2022
JE2Q7,Transportation 89561947,1707.2,Transportation,Set of 10,CAFPE,4/30/2022
IOSRL,Transportation 87059100,79.56,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",W2FN3,2/22/2022
RDTM0,Transportation 91155330,833.56,Transportation,make a great gift for kids 3 to 7 years olds,JCA8Q,6/22/2022
UB8C4,Transportation 756129073,1188.59,Transportation,,0WYR7,7/14/2022
N80DG,Transportation 75070277,1367.47,Transportation,Suitable for all skin types,G06XS,7/14/2022
X49BC,Transportation 69039644,452.2,Transportation,100% Cotton,IP7TK,3/17/2022
KSJYC,Transportation 69816653,1300.3,Transportation,,WHC3M,9/9/2022
RF2Q8,Transportation 677167618,846.36,Transportation,,N7TIV,3/24/2022
NAGIV,Transportation 900136502,108.2,Transportation,100% Cotton,W7QGR,7/29/2022
N0IMH,Transportation 7743101,202.2,Transportation,Set of 10,FQUO1,2/11/2022
IROSS,Transportation 628194155,1865.42,Transportation,Suitable for all skin types,0X722,8/13/2022
8GX2X,Transportation 988148261,1667.67,Transportation,,12TJH,9/7/2022
A501E,Transportation 502129940,320.95,Transportation,Machine Wash,FZ6BO,4/27/2022
PA2W7,Transportation 69473441,311.61,Transportation,,BIVH0,5/12/2022
10RVC,Transportation 99325304,1172.94,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",YDQ24,10/27/2022
VT6FM,Transportation 57625266,1786.13,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",FRH4L,1/6/2022
ETXR9,Transportation 758129178,215.4,Transportation,For your lovely pet,4VDK3,2/20/2022
GF03W,Transportation 697145480,1808.86,Transportation,,P8DKB,6/21/2022
M4FM5,Transportation 942174157,934.23,Transportation,Reams of high-bandwidth DDR4 RAM,67EYU,9/18/2022
9XSV8,Transportation 728192809,1355.66,Transportation,For your lovely pet,F5WTM,4/16/2022
DOY4U,Transportation 539188456,1013.25,Transportation,,3QPJE,2/2/2022
Q1WL2,Transportation 74013709,438.8,Transportation,,3FLK5,2/2/2022
PQEU9,Transportation 73325539,541.3,Transportation,,7E9AJ,8/11/2022
QULML,Transportation 79446689,782.3,Transportation,,LC3OK,6/6/2022
6CZEI,Transportation 70587276,1339.69,Transportation,For everyday office use,L8LC6,4/8/2022
UBJR5,Transportation 86495790,1710.47,Transportation,,UVBIT,7/7/2022
BIUSX,Transportation 653103010,819.1,Transportation,,8AOIB,10/21/2022
MPZRI,Transportation 52393907,1471.41,Transportation,Imported,6ZG2P,9/16/2022
72B2E,Transportation 898111758,1108.53,Transportation,,MJUC1,2/4/2022
4WA9Z,Transportation 921173775,1513.67,Transportation,for everyday use,J4F6P,9/24/2022
MYVUY,Transportation 937113947,794.32,Transportation,【11th Gen Intel Core i5-1135G7】,8F6ZS,5/27/2022
JLFEK,Transportation 686129060,1827.96,Transportation,,UADIT,10/9/2022
2ZSSF,Transportation 620142803,353.91,Transportation,One of a kind stainless steel,0X722,4/15/2022
CCJ7U,Transportation 84284712,1552.78,Transportation,,QX1AY,2/2/2022
NEGID,Transportation 58265887,943.15,Transportation,,QTM9A,8/26/2022
MT6Z2,Transportation 652168466,1265.28,Transportation,For your lovely pet,FUS1Y,1/28/2022
JJPA5,Transportation 798142855,658.16,Transportation,Professional quality at its best – the best materials to update your cooking!,EJ8AM,7/8/2022
UDROS,Transportation 927170756,8.8,Transportation,,67EYU,1/2/2022
S4DF0,Transportation 590170485,1520.32,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",7WHJR,7/12/2022
9UNIZ,Transportation 63940942,1978.9,Transportation,for everyday use,549RZ,3/12/2022
XC7OK,Transportation 647182454,1865.9,Transportation,Set of 12,8X3PV,9/28/2022
K0JY7,Transportation 650172730,1665.63,Transportation,,EBQH2,9/20/2022
5Q3BJ,Transportation 759126415,1457.75,Transportation,,K99E6,9/17/2022
IVU2I,Transportation 787172148,1328.46,Transportation,,YDQ24,5/29/2022
UI165,Transportation 68126455,500.4,Transportation,for everyday use,LAAAV,9/15/2022
U2T7T,Transportation 86521582,330.87,Transportation,,7T5MJ,6/5/2022
ODT6F,Transportation 90398123,54.99,Transportation,,8.59E+04,1/11/2022
276G6,Transportation 98883405,1663.27,Transportation,Cushioning provides excellent shock absorption,HH8AJ,5/25/2022
4ROUT,Transportation 633127243,1212.98,Transportation,,EBQH2,10/15/2022
PPOII,Transportation 77721647,33.84,Transportation,,K52E6,3/4/2022
6S2UK,Transportation 757180944,593.65,Transportation,,SHKRM,3/22/2022
5QT5C,Transportation 505110977,1103.38,Transportation,100% Synthetic,3XOCG,7/16/2022
KMX0O,Transportation 542186949,1172.89,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",3KFLS,4/28/2022
4B52S,Transportation 81763538,1888.81,Transportation,Set of 12,G7ZYX,3/15/2022
79GFO,Transportation 572137305,1359.22,Transportation,,5XI94,6/7/2022
AOSRC,Transportation 624150467,61.53,Transportation,,PQEAZ,4/20/2022
91RZR,Transportation 96694344,1889.74,Transportation,Set of 10,DW4SG,2/14/2022
0A0VB,Transportation 63376041,106.71,Transportation,Set of 10,A5WQ0,6/10/2022
L2X7C,Transportation 90332647,278.94,Transportation,,JY3X4,9/13/2022
66TTC,Transportation 63518683,508.96,Transportation,"【Display and Graphics】17.3 diagonal, FHD ",4Z5VC,1/26/2022
JYCRB,Transportation 6656420,1665.13,Transportation,Set of 12,PCL39,2/22/2022
3L9QY,Transportation 707137734,1895.15,Transportation,For your lovely pet,0RNM3,10/25/2022
CSRWE,Transportation 790197940,176.35,Transportation,Machine Wash,KSZOZ,1/22/2022
ILOSC,Transportation 59823417,280.13,Transportation,,G9Q2G,6/4/2022
ODTSY,Transportation 896160270,1495.15,Transportation,Reams of high-bandwidth DDR4 RAM,D73LI,3/11/2022
DN7KL,Transportation 976197698,1249.78,Transportation,,7ERSM,7/22/2022
VRAM4,Transportation 958183950,821.18,Transportation,【11th Gen Intel Core i5-1135G7】,YA5CE,8/12/2022
DX25V,Transportation 78634475,1134.52,Transportation,Set of 12,HQF90,5/6/2022
WI9VP,Transportation 549100308,1267.22,Transportation,make a great gift for kids 3 to 7 years olds,FYQCT,9/10/2022
H2QBI,Transportation 64111895,1223.45,Transportation,,M63IT,5/17/2022
RSOS8,Transportation 76548148,277.39,Transportation,,WSHUH,8/30/2022
Z5VTP,Transportation 67224702,524.85,Transportation,,N7TIV,6/23/2022
U2YGG,Transportation 84550264,862.44,Transportation,,7H518,8/5/2022
VYO8K,Transportation 80672332,841.26,Transportation,Suitable for all skin types,U4K0S,10/12/2022
U2UWC,Transportation 706171022,1351.26,Transportation,,3LLAJ,9/19/2022
BWSL6,Transportation 818174026,699.13,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",WSHUH,6/14/2022
4XXY4,Transportation 76240658,804.94,Transportation,For everyday office use,3FLK5,2/12/2022
61QRG,Transportation 98854965,1131.4,Transportation,Set of 12,0X722,2/19/2022
EGVM6,Transportation 901139739,364.58,Transportation,,6NS86,6/13/2022
8M0SG,Transportation 85425128,644.71,Transportation,for everyday use,R8LB9,6/3/2022
60CFU,Transportation 748163273,1409.37,Transportation,Machine Wash,NUPCW,6/7/2022
E2C0B,Transportation 686157890,1000.85,Transportation,,CVK2U,8/23/2022
P9K9S,Transportation 722190086,307.99,Transportation,Reams of high-bandwidth DDR4 RAM,UVBIT,6/22/2022
DXRY2,Transportation 56821351,1154.55,Transportation,,6RCV4,6/23/2022
38J7F,Transportation 82734872,549.88,Transportation,,1149O,3/5/2022
V6VIO,Transportation 594186407,166.4,Transportation,,426K8,7/6/2022
5S64S,Transportation 98795532,58.29,Transportation,,QFR1K,7/16/2022
193SA,Transportation 611168895,517,Transportation,,CYGAE,5/21/2022
LQ4YI,Transportation 502144506,1771.29,Transportation,Professional quality at its best – the best materials to update your cooking!,S3AB0,8/2/2022
V7WZ1,Transportation 80117558,695.48,Transportation,,O9NN6,8/30/2022
6MXTX,Transportation 65297371,1719.65,Transportation,,61A69,1/20/2022
ZPCCO,Transportation 786107715,580.79,Transportation,,9FJ8S,2/17/2022
O5CE5,Transportation 51228273,762.43,Transportation,One of a kind stainless steel,G60H0,6/11/2022
KGXBD,Transportation 932147125,1554.85,Transportation,,YRTVH,7/11/2022
B6GE8,Transportation 539166277,1975.46,Transportation,For your lovely pet,G60H0,7/27/2022
UEZJC,Transportation 863161081,1704.37,Transportation,For everyday office use,F1I7H,10/26/2022
WJMS4,Transportation 664169976,1960.94,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",7B5PR,5/3/2022
REPG6,Transportation 94214601,568.37,Transportation,,8RY42,1/20/2022
VV73E,Transportation 59946459,1310.46,Transportation,For your lovely pet,IJ61L,5/15/2022
Z0BML,Transportation 697112026,1346.57,Transportation,for everyday use,L4VJ1,4/6/2022
4L7EB,Transportation 870143756,1200.24,Transportation,,UHYY9,8/15/2022
88DDP,Transportation 701109559,1361.57,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",UEAU3,9/9/2022
KAUMH,Transportation 828134915,399.17,Transportation,for everyday use,7WHJR,8/31/2022
1U4WI,Transportation 907145772,1131.13,Transportation,,CAFPE,2/28/2022
K4ZWN,Transportation 86514663,1739.59,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",V20LN,1/7/2022
9Y0AS,Transportation 652129756,1105.78,Transportation,,FYQCT,5/30/2022
E7OIP,Transportation 97375504,1391.3,Transportation,,WJRLZ,6/10/2022
SX0EP,Transportation 74269461,1265.76,Transportation,Professional quality at its best – the best materials to update your cooking!,X342E,2/1/2022
AMBTG,Transportation 714135665,1643.84,Transportation,,EDOMX,2/6/2022
GDSJ3,Transportation 53260338,847.53,Transportation,Machine Wash,XZJXD,5/15/2022
QKG40,Transportation 681124164,1414.69,Transportation,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",AP5ZX,4/20/2022
8CCC6,Transportation 86868703,911.8,Transportation,,QTM9A,4/28/2022
FP6V4,Transportation 58512724,871.39,Transportation,Cushioning provides excellent shock absorption,20AR2,4/3/2022
7YNOQ,Transportation 90195600,967.3,Transportation,,BX2PI,1/26/2022
9U4Q8,Transportation 98448595,315.18,Transportation,,SEOMV,2/20/2022
NXNWJ,Transportation 837107460,1796.42,Transportation,,JWXSS,5/29/2022
G31PP,Transportation 728194842,1324.81,Transportation,,CCMQG,2/22/2022
BEDDY,Transportation 85921679,1427.43,Transportation,for everyday use,7.70E+30,9/8/2022
0WAJU,Transportation 53589955,841.26,Transportation,For your lovely pet,WDR82,3/18/2022
GTB49,Transportation 94614755,646.34,Transportation,,ZB7CT,4/18/2022
TMPG6,Transportation 714171424,173.7,Transportation,,YA5CE,4/27/2022
SGHG5,Transportation 810161857,1692.27,Transportation,,6IPKS,9/21/2022
86BEC,Transportation 993175018,481.6,Transportation,,RYVDX,1/21/2022
X2ZGJ,Transportation 90280290,1296.65,Transportation,,F1I7H,5/5/2022
1JXEM,Transportation 549177014,425.91,Transportation,,R7K4O,4/30/2022
MIQNQ,Transportation 83852515,1085.9,Transportation,Machine Wash,MK3V5,4/4/2022
N9G2R,Transportation 66156255,1860.1,Transportation,,BL4U8,9/28/2022
3EWHT,Transportation 952139749,1433.81,Transportation,,6PA04,4/25/2022
3W5TH,Transportation 660107935,830.93,Transportation,,IH8AP,7/3/2022
A4NY9,Transportation 64146780,210.14,Transportation,,W7QGR,9/8/2022
D6NXO,Transportation 701109948,859.77,Transportation,Set of 12,H2NH0,7/3/2022
WJW7N,Transportation 99673826,594.13,Transportation,,3XOCG,2/28/2022
NR2NQ,Transportation 50539675,430.2,Transportation,,BW3MU,9/29/2022
HWIAV,Transportation 87177452,1279.3,Transportation,"【Display and Graphics】17.3 diagonal, FHD ",V2EVU,5/31/2022
M512K,Transportation 68519312,1344.92,Transportation,,TJX73,3/17/2022
S0RP1,Transportation 97950103,1829.78,Transportation,Cushioning provides excellent shock absorption,9R01Y,10/23/2022
Y4Q9G,Transportation 826188070,1347.71,Transportation,,FYQCT,2/4/2022
FQWNZ,Transportation 845137303,1402.14,Transportation,cotton feels great for comfort that lasts.,1MXH9,7/18/2022
MEN7X,Transportation 655141631,371.41,Transportation,,0Z2LJ,8/28/2022
FCS5V,Transportation 773193511,1055,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",6IPKS,5/15/2022
CTO6D,Transportation 95183892,708.3,Transportation,,AWXDQ,8/1/2022
XQYM4,Transportation 792149042,255.77,Transportation,For everyday office use,VKCWC,8/5/2022
O8PT9,Transportation 646120465,765.74,Transportation,Machine Wash,P8UOK,4/15/2022
BGIZ9,Transportation 91241520,1290.22,Transportation,,R8LB9,1/28/2022
KRW2B,Transportation 553108106,1226.32,Transportation,,X1CL7,2/26/2022
B62O8,Transportation 55466029,1955.76,Transportation,make a great gift for kids 3 to 7 years olds,P8UM4,4/24/2022
M655N,Transportation 703140837,222.99,Transportation,,1QXIF,2/23/2022
Z0MAF,Transportation 595120114,150.55,Transportation,for everyday use,9CWE6,10/24/2022
CUPAW,Transportation 87943956,540.72,Transportation,,8X3PV,9/8/2022
TJ7MW,Transportation 853180240,718.69,Transportation,,G9Q2G,7/2/2022
62TGP,Transportation 912104249,998.13,Transportation,100% Cotton,PB6Z6,9/30/2022
V2XB0,Transportation 753150127,861.24,Transportation,"Unbox the package to find a soft, plush, sparkly doll!",YFIBA,1/3/2022
KSOM8,Transportation 598117820,822.19,Transportation,cotton feels great for comfort that lasts.,L20JI,7/3/2022
EV565,Transportation 923128184,942.37,Transportation,For everyday office use,DI0C5,4/6/2022
H89GF,Transportation 91019071,973.93,Transportation,,519G2,7/1/2022
UT7NF,Transportation 66548240,213.59,Transportation,Set of 12,TJX73,2/14/2022
F9FR6,Transportation 73170186,1063.63,Transportation,Reams of high-bandwidth DDR4 RAM,IXU4J,10/16/2022
ONHCG,Transportation 762159199,10.77,Transportation,,KYTZ7,9/17/2022
WMJW4,Transportation 504131632,1304.96,Transportation,Suitable for all skin types,PQEAZ,6/27/2022
SHJVQ,Transportation 666138105,61.33,Transportation,Professional quality at its best – the best materials to update your cooking!,K99E6,4/14/2022
P8S26,Transportation 51834990,1693.87,Transportation,One of a kind stainless steel,FUS1Y,9/24/2022
6XGS3,Transportation 95853352,1633.17,Transportation,Suitable for all skin types,K52E6,2/21/2022
T1HKB,Transportation 866161893,639.49,Transportation,For your lovely pet,AADER,4/11/2022
TZM3X,Transportation 95022601,1601.35,Transportation,For everyday office use,ZXBS8,10/1/2022
CHMD9,Transportation 522133332,542.5,Transportation,,4I4WY,10/15/2022
4P23T,Transportation 588190874,632.83,Transportation,,0BMS5,5/7/2022
8TL5U,Transportation 787194361,150.72,Transportation,cotton feels great for comfort that lasts.,20AR2,9/13/2022
LE4Q1,Transportation 62776353,656.42,Transportation,"【Display and Graphics】17.3 diagonal, FHD ",QQB6Q,10/22/2022
2BZ5H,Transportation 539174543,563.24,Transportation,,NQP88,3/4/2022
7VBRB,Transportation 79948497,1405.7,Transportation,Reams of high-bandwidth DDR4 RAM,GZ97S,3/21/2022
CCKL2,Transportation 511117447,1909.95,Transportation,,XAY57,5/18/2022
RMG04,Transportation 607114902,73.99,Transportation,,142WW,10/5/2022
JTMF5,Transportation 722109106,861.21,Transportation,Cushioning provides excellent shock absorption,CGC2X,10/20/2022
GIX9X,Transportation 735186492,1680.93,Transportation,"【Display and Graphics】17.3 diagonal, FHD ",RM38H,10/9/2022
0E2Q4,Transportation 650189720,1298.98,Transportation,,2LOF1,8/20/2022
2D9NJ,Transportation 90770096,576.49,Transportation,Set of 10,Y26NY,1/15/2022
DQIGN,Transportation 85837967,1765.53,Transportation,,HFAMO,1/6/2022
M5XSS,Transportation 639149818,500.73,Transportation,,0WYR7,2/6/2022
EIOYO,Transportation 83723909,179.6,Transportation,,BW3MU,6/4/2022
OW7KV,Transportation 86925259,1010.42,Transportation,,G7ZYX,1/6/2022
YZU39,Transportation 91286578,1594.96,Transportation,For everyday office use,ARQJD,8/24/2022
5YDSC,Transportation 56111673,284.1,Transportation,,IH8AP,1/4/2022
M82X1,Transportation 7833245,1965.3,Transportation,【11th Gen Intel Core i5-1135G7】,4FD3N,7/4/2022
KB771,Transportation 799187579,1598.57,Transportation,,SZXQH,2/22/2022
47PBO,Transportation 671141029,1420.74,Transportation,for everyday use,RYVDX,8/14/2022
VJDKN,Transportation 913107616,217.67,Transportation,Suitable for all skin types,6A1CR,9/25/2022
OGJI8,Transportation 980193117,263.56,Transportation,,FZ6BO,2/3/2022
EIV0S,Transportation 89887316,682.34,Transportation,For everyday office use,AU687,4/1/2022
K2SPN,Transportation 768100286,1618.97,Transportation,,Y10ZO,4/21/2022
7XERB,Transportation 53943989,555.86,Transportation,Cushioning provides excellent shock absorption,7QINW,8/27/2022
BE1VB,Transportation 541115598,1939.9,Transportation,,QXXKB,9/15/2022
8WRD3,Transportation 664135064,1059.94,Transportation,,FFZPQ,6/16/2022
FI22M,Transportation 914182170,1215.48,Transportation,cotton feels great for comfort that lasts.,P1ZUA,7/9/2022
