item_id,frequency
IY7JD,quarterly
QQ9DN,daily
L9D2X,weekly
7YSRY,weekly
VHEX7,monthly
HPXB2,weekly
TCKRC,weekly
NE40W,daily
JF0G7,weekly
UR4LY,yearly
1GSBK,once
8BFJ9,daily
57CQB,weekly
WEDE0,daily
4WOLA,quarterly
9WMLJ,once
SWKO4,weekly
SPIFY,quarterly
MLVJM,once
GUKS1,once
EKEMN,yearly
R23XR,quarterly
J4142,yearly
8ETS8,weekly
L0MNY,weekly
ZVYHP,yearly
F345D,once
OPS88,weekly
MSLQP,once
1BB7K,yearly
KEDMH,once
4NBH1,once
AF4CN,yearly
E7DGW,once
UF7ZB,once
MOE89,weekly
Q0N91,daily
NO2LM,once
DVWDE,daily
7X6A6,once
LT9JS,daily
VZVZN,once
GJUIE,daily
UPEP7,yearly
JI87W,weekly
CEX9Q,yearly
SM7HE,monthly
48XN4,weekly
ZX2Y8,daily
7GHVZ,monthly
IJPCC,quarterly
7WPPD,weekly
J5IXK,quarterly
JMFI3,yearly
RRVMQ,once
K1GCX,yearly
6HMTH,once
YOS8D,quarterly
FC134,monthly
1MCEE,yearly
CHAVP,weekly
9Y6R4,daily
056NO,daily
3YK2E,daily
EHTGX,monthly
C1QUJ,once
GBTZ6,once
OZ28R,once
SBQYY,daily
D68PR,once
UM972,quarterly
IHA56,once
WTM7J,daily
7R4RD,quarterly
CO661,quarterly
THYPR,quarterly
D7NZZ,monthly
U6CSS,monthly
DTOY9,weekly
BR6RQ,quarterly
VG902,weekly
4ATAC,daily
VYW4E,weekly
E9T29,yearly
ESHA9,daily
6GVYI,weekly
LTVME,monthly
QD71A,weekly
A18LJ,monthly
B95CA,weekly
LMXBI,quarterly
0BY8G,once
2VXJZ,yearly
RT6AO,daily
NPO7D,yearly
XAX0S,once
HH6T6,quarterly
CNSIJ,monthly
PL34R,quarterly
E0TV1,weekly
8GZ1M,monthly
PAA9W,monthly
PY0HE,monthly
8S2NG,quarterly
A6ZFE,once
D4GDL,weekly
0CPCE,daily
VG9L3,weekly
CURLT,daily
XD528,daily
3MK6U,once
7Q7M9,quarterly
N0448,yearly
VLLPK,monthly
35QXE,monthly
IRKA3,monthly
XZOGN,daily
LRG7J,monthly
6S4YU,quarterly
JEJ8D,quarterly
NWJ64,quarterly
XGFKD,yearly
JKO79,quarterly
FM92D,quarterly
OS2TV,monthly
7T86D,daily
Y8XJQ,daily
45C63,weekly
9DY18,monthly
BQPLM,quarterly
PI9JV,once
UF2VN,once
YENHB,weekly
PO9QJ,daily
VR0D4,weekly
5K743,monthly
IAVGO,yearly
22III,monthly
LXUHH,monthly
O0JLA,yearly
8KXXU,quarterly
BD6BQ,weekly
PYIE4,quarterly
J9PPM,monthly
ONMI5,weekly
LVD0D,weekly
D0EYY,daily
PPIPU,yearly
8D1QQ,monthly
JNTBW,yearly
DHU5Q,yearly
5S45K,daily
M2WNE,quarterly
N6YYX,yearly
SDD2W,once
U30F5,daily
IM9N5,daily
MU729,quarterly
XKZZS,yearly
FXT4R,monthly
TQBFW,daily
H5EH2,weekly
LSUAA,weekly
ICZ00,monthly
ZN0U0,monthly
ABSUE,weekly
XCTG5,daily
045RD,weekly
K5KDC,weekly
W30RB,monthly
L677M,weekly
PNXYV,monthly
542YF,daily
89O5V,once
4NNRQ,weekly
UHNOJ,daily
V750Q,daily
M1RI7,quarterly
HSVQZ,yearly
3C3YR,daily
WRVCX,yearly
A19XQ,monthly
3U3CR,yearly
32SXI,yearly
95YRZ,daily
TGZGW,quarterly
N7IF1,daily
L5EQQ,once
R8D0Z,quarterly
AFM21,yearly
KOLM6,quarterly
KS4UU,monthly
VQYGN,weekly
TRUAN,monthly
M3LLB,monthly
JUWYO,yearly
XREZ5,weekly
NTH6Y,weekly
0OXQB,yearly
P7GNH,once
DCTEV,quarterly
05H6L,daily
3ZKE4,quarterly
M1OSG,once
RF5N7,daily
HZIBN,monthly
5GL41,once
SQN6A,monthly
A5QGC,daily
OHUFT,quarterly
8ZBYL,yearly
NAIIX,monthly
0XW9D,weekly
R1HRI,quarterly
4NW3S,yearly
P1RO0,yearly
IN8AP,monthly
MGXIN,once
XPGWK,once
EN6QB,weekly
0UFD8,monthly
4HT2T,quarterly
YNRCB,once
VGI1L,yearly
HKATI,daily
77B24,daily
R0VJY,weekly
WH1MZ,yearly
2V7W9,daily
ZSCPP,yearly
DZ4BZ,monthly
I5NHY,monthly
OZGCM,yearly
VBTLX,monthly
TL2N5,once
WCYSA,yearly
PTP0S,once
DVZ7T,quarterly
ZIZHE,monthly
NKRP6,once
XAG72,yearly
4CAR2,quarterly
UQMSY,once
B4Y2V,monthly
4L03F,weekly
U55ZS,yearly
IXZI0,weekly
2NZNE,yearly
ID80Q,once
5AVP5,daily
KJPWB,monthly
XG1PB,weekly
H1MJD,weekly
THFWC,monthly
Q7TEU,once
S73FI,monthly
16MFZ,weekly
0IXUU,yearly
X5XQZ,quarterly
DP3EN,daily
OD56O,monthly
GTM2E,yearly
POTWG,daily
K63E1,monthly
3UISG,monthly
X26SO,once
8MECR,daily
ZX8TZ,daily
3I633,weekly
V7824,once
1LPZV,quarterly
9J1JV,quarterly
PGRD7,daily
AJWGF,monthly
Z8MR5,weekly
VKZ58,monthly
MFQGX,once
O8DYQ,daily
WCB6Y,monthly
8SBQH,quarterly
A7B86,monthly
EKT83,monthly
M4FF2,once
220YV,weekly
0C5NK,once
M0EKW,daily
OZW2H,monthly
D4CC0,once
VR1RA,daily
F6EW9,daily
DHVWL,once
BU3CD,once
MXSH5,monthly
7J74H,quarterly
IAU01,monthly
QSMFN,weekly
JFNJR,daily
WHATT,quarterly
R3BJL,monthly
KPPI8,monthly
U78VC,monthly
LR320,monthly
53JAC,daily
T3LBZ,daily
FUZII,quarterly
1OTXG,daily
IHJYG,once
3BGXG,quarterly
76I1M,quarterly
B6OWG,yearly
DQ3KI,yearly
UD296,once
6WUM5,daily
Q4DC3,daily
0YPWW,once
40MFQ,once
4R25E,monthly
K24KC,daily
OKHYY,daily
NRSSU,yearly
NAOSI,monthly
WAO8L,daily
KJH8H,yearly
0RIK3,weekly
UXJ7D,quarterly
QEA0D,yearly
15GQU,weekly
I0CTU,monthly
UZS96,quarterly
HQPG5,once
LZV8U,monthly
KVDI5,yearly
9UE21,daily
VA9SH,daily
2WVRA,once
5MSZJ,daily
LLM1D,yearly
NNIAI,quarterly
NU5MP,quarterly
DME55,daily
OBAO1,yearly
EG39H,quarterly
NV7Z7,quarterly
OODKL,once
LFM42,once
DAKVF,daily
B9DWC,quarterly
8LNO2,once
HWBR1,once
T6VJY,quarterly
VCK3Q,quarterly
X4YTY,yearly
JSDUQ,quarterly
EC3PE,once
RO6ZX,monthly
9VSBY,yearly
7UPJJ,daily
Q83P8,once
QHHB6,daily
NMHDW,monthly
KMTRC,daily
3NGDN,daily
AEJ90,weekly
AFLCE,quarterly
2RSLR,once
MEBOE,quarterly
LH7F7,yearly
ALWAL,yearly
3UO3F,quarterly
O4M3J,quarterly
WMI5Y,daily
LOHAC,once
HWOFV,yearly
IWOX0,weekly
ZSCBA,yearly
AWYI6,quarterly
PHL3A,yearly
2A0CU,weekly
AOWCZ,daily
5OI4Z,monthly
7NQA3,daily
JZA8P,weekly
OB6K8,monthly
XSUDA,yearly
QA2OK,yearly
3ENBZ,yearly
CBK8A,once
WBEY8,yearly
HRIGC,yearly
NB5EY,quarterly
2IZJ1,daily
LWOJJ,monthly
W8LR5,yearly
VXDUI,weekly
E6VSK,monthly
RW7DU,daily
838YX,monthly
4HAHJ,once
SQ0VJ,monthly
YDLLW,yearly
RDDXQ,yearly
SPNGA,quarterly
I04YY,yearly
RXRIO,once
S770A,weekly
GKNKA,quarterly
QQ3ZL,monthly
JUTW1,once
WALEW,quarterly
4GA7X,monthly
U2547,weekly
PYZ98,quarterly
2T84X,yearly
HV9TT,once
Q09ON,monthly
CDPFS,monthly
TQXJ6,daily
J3DFZ,daily
AMH7H,once
GJKO5,weekly
HMGSE,once
NBCS0,daily
NCFKQ,monthly
Y681K,weekly
HWFH1,yearly
20UI8,yearly
ZEN6X,quarterly
QYYE2,weekly
9K0AE,once
LUWLF,once
V35BE,yearly
5C7SX,weekly
XFIQL,once
A9XHO,monthly
JYBO1,once
LCK9H,yearly
PBCIG,once
FVVDE,once
N184W,daily
3YLG2,once
ULAQH,once
QIDW5,yearly
K7KT7,once
TT9NJ,monthly
UM8FR,weekly
IWE4S,weekly
WN1H2,monthly
LIGLT,daily
7KNKU,yearly
OCRZE,yearly
I3UR0,once
CCYSP,daily
JAIF8,weekly
R3NYW,once
KBJGH,weekly
YJRT1,monthly
6CECR,weekly
K2CD7,once
NCB4V,daily
ZW3O5,weekly
T9D8D,quarterly
SGBC8,quarterly
AZ5EL,once
U5BEK,once
VUJUT,weekly
1KIJT,once
SZM11,monthly
9EGG6,monthly
GBXRH,monthly
8VEXQ,monthly
IKDP3,once
M6L9X,daily
CQOL1,daily
BNMKU,once
H6NR8,monthly
F1JFB,once
Q4PMS,monthly
T2QLM,yearly
06JW5,monthly
LF8NP,weekly
8SQEH,monthly
POV3M,weekly
1781O,once
JEFEK,yearly
ABDAO,weekly
OIK8F,monthly
712OL,daily
H3PRI,monthly
TVSC3,weekly
DAYO8,weekly
H2FXX,once
3ZE5L,monthly
ICWTQ,yearly
TT0W1,weekly
4PKK1,weekly
I321X,yearly
S90EO,quarterly
GBRYR,daily
QE754,yearly
Y08JO,yearly
UOGGP,monthly
141IG,daily
E70O2,yearly
PKR80,weekly
V88H1,quarterly
MBP8H,monthly
978PI,daily
C3WM3,monthly
JZBH8,weekly
6Z9KH,daily
OID8L,yearly
ONKY3,yearly
URXSK,quarterly
9DXL1,quarterly
B0ITC,yearly
QI3M4,weekly
CT6N6,once
YSC4Z,weekly
WSMKJ,weekly
A3YY2,monthly
16QOC,weekly
B3LMA,quarterly
94OTL,daily
7TK8M,monthly
N1N1D,monthly
8ZFK9,yearly
O9Y4H,quarterly
V9B7X,daily
JLEKB,once
71R03,weekly
5S9UH,weekly
IM0BT,once
0G4NJ,yearly
BJH11,once
XD7VL,yearly
G4CS8,monthly
P7DXM,weekly
7VW18,yearly
KKKVK,quarterly
XDBF4,quarterly
HCGL4,once
2FW3K,once
9KEDJ,yearly
H8RL2,once
D73A7,monthly
XV3QE,daily
950TR,yearly
GDOHG,weekly
RGX5T,quarterly
DZ0HE,yearly
9PIO1,monthly
6LAY9,weekly
MBN9C,weekly
IVQEB,daily
7DWR4,monthly
U6W9R,once
A6E9B,monthly
QCM3U,monthly
ZUXSC,quarterly
0LZIC,monthly
SRJHV,once
AUYX3,yearly
6L094,daily
3G670,daily
XVTB4,daily
N09PN,once
LW5LF,daily
W4XQI,weekly
KN8SR,yearly
JSGI7,daily
M9CV3,daily
PNXYD,daily
Y4RI7,daily
R4RA7,weekly
HH70Q,weekly
3FHD0,daily
6OD70,once
BS0M9,daily
PUJOY,daily
P11QZ,daily
H76S4,once
ROJWJ,daily
L5N97,daily
B08ZK,yearly
8A5PW,monthly
4JDUX,weekly
32MX6,weekly
1AH4D,daily
XBPB3,monthly
Q678Z,once
3DCTL,monthly
Y64EJ,monthly
RZ30S,quarterly
R78FE,monthly
U9OXX,once
RM3Z3,yearly
YW6CY,daily
J84T6,daily
GNUAB,daily
V7T2S,once
K71JR,daily
5AICT,weekly
B3GOJ,yearly
UZVJY,daily
3TVFH,daily
TJKCW,daily
G3590,daily
WKSM6,weekly
MOEMM,weekly
5L6JQ,daily
13E8Y,once
MV9P9,daily
VHQ9W,daily
6BTE7,daily
LOYLH,once
BRASZ,daily
DHUVC,daily
TXCW2,yearly
OODDP,monthly
L0LCG,weekly
0O042,weekly
SZDKQ,daily
N0O4G,monthly
M6CYH,once
BE3B0,monthly
9KQ0N,monthly
M4FTD,quarterly
PR4UC,monthly
A26N8,once
Q4UH5,yearly
3S9SZ,daily
8EMMW,daily
Y7ZH5,daily
GKYH3,once
58O0H,daily
QTYBB,weekly
TB1ES,yearly
MFORO,daily
RGFOT,daily
GMBNE,daily
FMN4Q,daily
6NXK0,weekly
BLBDW,weekly
KTVVR,daily
UTTOV,once
S4XVU,daily
TCBIA,daily
VU638,daily
JJGOO,once
Z09A7,daily
6SXNC,daily
1T3WI,once
